"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	2	143828012	0.00 (Unreliable)	0.00	0.01	0.00 (Unreliable)	0.00	0.01	0.00%
	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	5980	143828012	4.16	4.05	4.26	4.15	4.05	4.26	0.92%
	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	263	143828012	0.18	0.16	0.20	0.18	0.16	0.20	0.04%
	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	149	143828012	0.10	0.09	0.12	0.10	0.09	0.12	0.02%
	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	57	143828012	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
"Total"	"2004"	"2004"	"Male"	"M"	"Suicide"	"2"			25566	143828012	17.78	17.56	17.99	18.11	17.89	18.34	3.93%
"Total"	"2004"	"2004"	"Male"	"M"					25566	143828012	17.78	17.56	17.99	18.11	17.89	18.34	3.93%
"Total"	"2004"	"2004"							32439	292805298	11.08	10.96	11.20	10.99	10.87	11.11	4.99%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	104	150319521	0.07	0.06	0.08	0.07	0.05	0.08	0.02%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	117	150319521	0.08	0.06	0.09	0.07	0.06	0.09	0.02%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	184	150319521	0.12	0.10	0.14	0.12	0.10	0.14	0.03%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	52	150319521	0.03	0.03	0.05	0.03	0.03	0.04	0.01%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2086	150319521	1.39	1.33	1.45	1.35	1.30	1.41	0.32%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	31	150319521	0.02	0.01	0.03	0.02	0.01	0.03	0.00%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	2632	150319521	1.75	1.68	1.82	1.71	1.64	1.77	0.41%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1361	150319521	0.91	0.86	0.95	0.90	0.85	0.95	0.21%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	61	150319521	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	67	150319521	0.04	0.03	0.06	0.04	0.03	0.06	0.01%
	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	35	150319521	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
"Total"	"2005"	"2005"	"Female"	"F"	"Suicide"	"2"			6730	150319521	4.48	4.37	4.58	4.39	4.28	4.49	1.04%
"Total"	"2005"	"2005"	"Female"	"F"					6730	150319521	4.48	4.37	4.58	4.39	4.28	4.49	1.04%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	486	145197078	0.33	0.30	0.36	0.34	0.31	0.37	0.07%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	258	145197078	0.18	0.16	0.20	0.18	0.16	0.20	0.04%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	499	145197078	0.34	0.31	0.37	0.35	0.32	0.38	0.08%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	108	145197078	0.07	0.06	0.09	0.07	0.06	0.09	0.02%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	14916	145197078	10.27	10.11	10.44	10.55	10.38	10.72	2.30%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	82	145197078	0.06	0.04	0.07	0.05	0.04	0.07	0.01%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3112	145197078	2.14	2.07	2.22	2.15	2.07	2.22	0.48%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	5887	145197078	4.05	3.95	4.16	4.05	3.95	4.15	0.91%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	267	145197078	0.18	0.16	0.21	0.18	0.16	0.21	0.04%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	161	145197078	0.11	0.09	0.13	0.11	0.09	0.13	0.02%
	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	131	145197078	0.09	0.07	0.11	0.09	0.08	0.11	0.02%
"Total"	"2005"	"2005"	"Male"	"M"	"Suicide"	"2"			25907	145197078	17.84	17.63	18.06	18.13	17.91	18.36	3.99%
"Total"	"2005"	"2005"	"Male"	"M"					25907	145197078	17.84	17.63	18.06	18.13	17.91	18.36	3.99%
"Total"	"2005"	"2005"							32637	295516599	11.04	10.92	11.16	10.92	10.80	11.04	5.02%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	92	151732647	0.06	0.05	0.07	0.06	0.05	0.07	0.01%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	148	151732647	0.10	0.08	0.11	0.09	0.08	0.11	0.02%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	190	151732647	0.13	0.11	0.14	0.12	0.11	0.14	0.03%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	52	151732647	0.03	0.03	0.04	0.03	0.02	0.04	0.01%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	1	151732647	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2149	151732647	1.42	1.36	1.48	1.38	1.32	1.43	0.33%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	35	151732647	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	2815	151732647	1.86	1.79	1.92	1.80	1.74	1.87	0.43%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1318	151732647	0.87	0.82	0.92	0.86	0.82	0.91	0.20%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	93	151732647	0.06	0.05	0.08	0.06	0.05	0.07	0.01%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	66	151732647	0.04	0.03	0.06	0.04	0.03	0.05	0.01%
	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	33	151732647	0.02	0.01	0.03	0.02	0.01	0.03	0.01%
"Total"	"2006"	"2006"	"Female"	"F"	"Suicide"	"2"			6992	151732647	4.61	4.50	4.72	4.50	4.39	4.60	1.08%
"Total"	"2006"	"2006"	"Female"	"F"					6992	151732647	4.61	4.50	4.72	4.50	4.39	4.60	1.08%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	506	146647265	0.35	0.31	0.38	0.35	0.32	0.38	0.08%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	254	146647265	0.17	0.15	0.19	0.17	0.15	0.20	0.04%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	535	146647265	0.36	0.33	0.40	0.36	0.33	0.39	0.08%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	140	146647265	0.10	0.08	0.11	0.09	0.08	0.11	0.02%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	14734	146647265	10.05	9.89	10.21	10.26	10.09	10.42	2.27%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	102	146647265	0.07	0.06	0.08	0.07	0.06	0.08	0.02%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3294	146647265	2.25	2.17	2.32	2.23	2.15	2.31	0.51%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	146647265	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	6173	146647265	4.21	4.10	4.31	4.21	4.10	4.31	0.95%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	266	146647265	0.18	0.16	0.20	0.18	0.16	0.20	0.04%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	195	146647265	0.13	0.11	0.15	0.13	0.11	0.15	0.03%
	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	108	146647265	0.07	0.06	0.09	0.07	0.06	0.09	0.02%
"Total"	"2006"	"2006"	"Male"	"M"	"Suicide"	"2"			26308	146647265	17.94	17.72	18.16	18.12	17.90	18.34	4.05%
"Total"	"2006"	"2006"	"Male"	"M"					26308	146647265	17.94	17.72	18.16	18.12	17.90	18.34	4.05%
"Total"	"2006"	"2006"							33300	298379912	11.16	11.04	11.28	10.99	10.87	11.11	5.12%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	127	153166353	0.08	0.07	0.10	0.08	0.06	0.09	0.02%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	120	153166353	0.08	0.06	0.09	0.08	0.06	0.09	0.02%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	187	153166353	0.12	0.10	0.14	0.12	0.10	0.13	0.03%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	55	153166353	0.04	0.03	0.05	0.03	0.03	0.05	0.01%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2171	153166353	1.42	1.36	1.48	1.38	1.32	1.44	0.33%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	35	153166353	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	2945	153166353	1.92	1.85	1.99	1.85	1.78	1.92	0.45%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	153166353	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1512	153166353	0.99	0.94	1.04	0.99	0.94	1.04	0.23%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	78	153166353	0.05	0.04	0.06	0.05	0.04	0.06	0.01%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	64	153166353	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	34	153166353	0.02	0.02	0.03	0.02	0.01	0.03	0.01%
"Total"	"2007"	"2007"	"Female"	"F"	"Suicide"	"2"			7329	153166353	4.78	4.68	4.89	4.66	4.55	4.76	1.13%
"Total"	"2007"	"2007"	"Female"	"F"					7329	153166353	4.78	4.68	4.89	4.66	4.55	4.76	1.13%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	492	148064854	0.33	0.30	0.36	0.33	0.30	0.36	0.08%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	238	148064854	0.16	0.14	0.18	0.16	0.14	0.18	0.04%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	544	148064854	0.37	0.34	0.40	0.37	0.34	0.40	0.08%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	102	148064854	0.07	0.06	0.08	0.07	0.05	0.08	0.02%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	15181	148064854	10.25	10.09	10.42	10.41	10.24	10.58	2.34%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	96	148064854	0.06	0.05	0.08	0.06	0.05	0.08	0.01%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3413	148064854	2.31	2.23	2.38	2.27	2.20	2.35	0.53%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	6649	148064854	4.49	4.38	4.60	4.49	4.38	4.60	1.02%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	253	148064854	0.17	0.15	0.19	0.17	0.15	0.19	0.04%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	172	148064854	0.12	0.10	0.13	0.12	0.10	0.13	0.03%
	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	129	148064854	0.09	0.07	0.10	0.09	0.07	0.10	0.02%
"Total"	"2007"	"2007"	"Male"	"M"	"Suicide"	"2"			27269	148064854	18.42	18.20	18.64	18.53	18.31	18.76	4.20%
"Total"	"2007"	"2007"	"Male"	"M"					27269	148064854	18.42	18.20	18.64	18.53	18.31	18.76	4.20%
"Total"	"2007"	"2007"							34598	301231207	11.49	11.36	11.61	11.28	11.16	11.40	5.32%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	114	154604015	0.07	0.06	0.09	0.07	0.06	0.08	0.02%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	163	154604015	0.11	0.09	0.12	0.10	0.09	0.12	0.03%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	181	154604015	0.12	0.10	0.13	0.11	0.10	0.13	0.03%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	59	154604015	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2292	154604015	1.48	1.42	1.54	1.43	1.37	1.49	0.35%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	31	154604015	0.02	0.01	0.03	0.02	0.01	0.03	0.00%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	2982	154604015	1.93	1.86	2.00	1.87	1.80	1.93	0.46%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1591	154604015	1.03	0.98	1.08	1.03	0.98	1.08	0.24%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	70	154604015	0.05	0.04	0.06	0.05	0.04	0.06	0.01%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	60	154604015	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	42	154604015	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
"Total"	"2008"	"2008"	"Female"	"F"	"Suicide"	"2"			7585	154604015	4.91	4.80	5.02	4.78	4.67	4.89	1.17%
"Total"	"2008"	"2008"	"Female"	"F"					7585	154604015	4.91	4.80	5.02	4.78	4.67	4.89	1.17%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	552	149489951	0.37	0.34	0.40	0.36	0.33	0.40	0.08%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	244	149489951	0.16	0.14	0.18	0.16	0.14	0.18	0.04%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	528	149489951	0.35	0.32	0.38	0.35	0.32	0.38	0.08%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	110	149489951	0.07	0.06	0.09	0.07	0.06	0.09	0.02%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	1	149489951	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	15931	149489951	10.66	10.49	10.82	10.72	10.55	10.89	2.45%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	98	149489951	0.07	0.05	0.08	0.07	0.05	0.08	0.02%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3460	149489951	2.31	2.24	2.39	2.28	2.20	2.36	0.53%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	6987	149489951	4.67	4.56	4.78	4.66	4.55	4.77	1.08%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	231	149489951	0.15	0.13	0.17	0.16	0.13	0.18	0.04%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	162	149489951	0.11	0.09	0.13	0.11	0.09	0.13	0.02%
	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	146	149489951	0.10	0.08	0.11	0.10	0.08	0.11	0.02%
"Total"	"2008"	"2008"	"Male"	"M"	"Suicide"	"2"			28450	149489951	19.03	18.81	19.25	19.04	18.82	19.27	4.38%
"Total"	"2008"	"2008"	"Male"	"M"					28450	149489951	19.03	18.81	19.25	19.04	18.82	19.27	4.38%
"Total"	"2008"	"2008"							36035	304093966	11.85	11.73	11.97	11.61	11.49	11.73	5.55%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	116	155964075	0.07	0.06	0.09	0.07	0.06	0.08	0.02%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	142	155964075	0.09	0.08	0.11	0.09	0.07	0.10	0.02%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	195	155964075	0.13	0.11	0.14	0.12	0.10	0.14	0.03%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	52	155964075	0.03	0.02	0.04	0.03	0.02	0.04	0.01%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2428	155964075	1.56	1.49	1.62	1.50	1.44	1.57	0.37%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	16	155964075	0.01 (Unreliable)	0.01	0.02	0.01 (Unreliable)	0.01	0.02	0.00%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	2963	155964075	1.90	1.83	1.97	1.83	1.76	1.89	0.46%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1700	155964075	1.09	1.04	1.14	1.10	1.04	1.15	0.26%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	100	155964075	0.06	0.05	0.08	0.06	0.05	0.07	0.02%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	68	155964075	0.04	0.03	0.06	0.04	0.03	0.05	0.01%
	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	40	155964075	0.03	0.02	0.03	0.03	0.02	0.03	0.01%
"Total"	"2009"	"2009"	"Female"	"F"	"Suicide"	"2"			7820	155964075	5.01	4.90	5.13	4.87	4.76	4.98	1.20%
"Total"	"2009"	"2009"	"Female"	"F"					7820	155964075	5.01	4.90	5.13	4.87	4.76	4.98	1.20%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	553	150807454	0.37	0.34	0.40	0.36	0.33	0.39	0.09%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	247	150807454	0.16	0.14	0.18	0.16	0.14	0.19	0.04%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	490	150807454	0.32	0.30	0.35	0.32	0.29	0.35	0.08%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	109	150807454	0.07	0.06	0.09	0.07	0.06	0.08	0.02%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	16307	150807454	10.81	10.65	10.98	10.84	10.67	11.01	2.51%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	88	150807454	0.06	0.05	0.07	0.06	0.05	0.07	0.01%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3435	150807454	2.28	2.20	2.35	2.24	2.16	2.31	0.53%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	150807454	0.00 (Unreliable)	0.00	0.00	0.00 (Unreliable)	0.00	0.00	0.00%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	7300	150807454	4.84	4.73	4.95	4.83	4.72	4.94	1.12%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	232	150807454	0.15	0.13	0.17	0.15	0.13	0.17	0.04%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	178	150807454	0.12	0.10	0.14	0.12	0.10	0.14	0.03%
	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	149	150807454	0.10	0.08	0.11	0.10	0.08	0.11	0.02%
"Total"	"2009"	"2009"	"Male"	"M"	"Suicide"	"2"			29089	150807454	19.29	19.07	19.51	19.24	19.02	19.47	4.48%
"Total"	"2009"	"2009"	"Male"	"M"					29089	150807454	19.29	19.07	19.51	19.24	19.02	19.47	4.48%
"Total"	"2009"	"2009"							36909	306771529	12.03	11.91	12.15	11.76	11.64	11.88	5.68%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	110	156964212	0.07	0.06	0.08	0.07	0.05	0.08	0.02%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	155	156964212	0.10	0.08	0.11	0.09	0.08	0.11	0.02%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	202	156964212	0.13	0.11	0.15	0.12	0.10	0.14	0.03%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	35	156964212	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2430	156964212	1.55	1.49	1.61	1.49	1.43	1.55	0.37%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	30	156964212	0.02	0.01	0.03	0.02	0.01	0.03	0.00%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	3026	156964212	1.93	1.86	2.00	1.84	1.77	1.91	0.47%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1901	156964212	1.21	1.16	1.27	1.21	1.16	1.27	0.29%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	94	156964212	0.06	0.05	0.07	0.06	0.05	0.07	0.01%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	65	156964212	0.04	0.03	0.05	0.04	0.03	0.05	0.01%
	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	39	156964212	0.02	0.02	0.03	0.02	0.02	0.03	0.01%
"Total"	"2010"	"2010"	"Female"	"F"	"Suicide"	"2"			8087	156964212	5.15	5.04	5.26	4.99	4.88	5.10	1.24%
"Total"	"2010"	"2010"	"Female"	"F"					8087	156964212	5.15	5.04	5.26	4.99	4.88	5.10	1.24%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	563	151781326	0.37	0.34	0.40	0.36	0.33	0.39	0.09%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	254	151781326	0.17	0.15	0.19	0.17	0.14	0.19	0.04%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	579	151781326	0.38	0.35	0.41	0.38	0.35	0.41	0.09%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	96	151781326	0.06	0.05	0.08	0.06	0.05	0.08	0.01%
	"2010"	"2010"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	16962	151781326	11.18	11.01	11.34	11.15	10.98	11.32	2.61%
