"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Non-Injury, no intent classified"	"9"	177143	Not Applicable	Not Applicable	0.39%
"Total"	"2001"	"2001"	"Aug., 2001"	"2001/08"			190960	Not Applicable	Not Applicable	0.43%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Unintentional"	"1"	8222	Not Applicable	Not Applicable	0.02%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Suicide"	"2"	2407	Not Applicable	Not Applicable	0.01%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Homicide"	"3"	4402	Not Applicable	Not Applicable	0.01%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Undetermined "	"4"	359	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Non-Injury, no intent classified"	"9"	173417	Not Applicable	Not Applicable	0.39%
"Total"	"2001"	"2001"	"Sep., 2001"	"2001/09"			188834	Not Applicable	Not Applicable	0.42%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Unintentional"	"1"	8807	Not Applicable	Not Applicable	0.02%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Suicide"	"2"	2589	Not Applicable	Not Applicable	0.01%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Homicide"	"3"	1618	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Undetermined "	"4"	321	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Non-Injury, no intent classified"	"9"	189078	Not Applicable	Not Applicable	0.42%
"Total"	"2001"	"2001"	"Oct., 2001"	"2001/10"			202447	Not Applicable	Not Applicable	0.45%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Unintentional"	"1"	8535	Not Applicable	Not Applicable	0.02%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Suicide"	"2"	2513	Not Applicable	Not Applicable	0.01%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Homicide"	"3"	1471	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Undetermined "	"4"	352	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Non-Injury, no intent classified"	"9"	184259	Not Applicable	Not Applicable	0.41%
"Total"	"2001"	"2001"	"Nov., 2001"	"2001/11"			197164	Not Applicable	Not Applicable	0.44%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Unintentional"	"1"	8705	Not Applicable	Not Applicable	0.02%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Suicide"	"2"	2403	Not Applicable	Not Applicable	0.01%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Homicide"	"3"	1558	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Undetermined "	"4"	308	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Non-Injury, no intent classified"	"9"	197332	Not Applicable	Not Applicable	0.44%
"Total"	"2001"	"2001"	"Dec., 2001"	"2001/12"			210336	Not Applicable	Not Applicable	0.47%
"Total"	"2001"	"2001"					2416425	Not Applicable	Not Applicable	5.38%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Unintentional"	"1"	8775	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Suicide"	"2"	2760	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Homicide"	"3"	1424	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Undetermined "	"4"	395	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Non-Injury, no intent classified"	"9"	212591	Not Applicable	Not Applicable	0.47%
"Total"	"2002"	"2002"	"Jan., 2002"	"2002/01"			225981	Not Applicable	Not Applicable	0.50%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Unintentional"	"1"	7761	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Suicide"	"2"	2418	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Homicide"	"3"	1218	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Undetermined "	"4"	403	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Legal Intervention / Operations of War"	"5"	24	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Non-Injury, no intent classified"	"9"	197609	Not Applicable	Not Applicable	0.44%
"Total"	"2002"	"2002"	"Feb., 2002"	"2002/02"			209433	Not Applicable	Not Applicable	0.47%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Unintentional"	"1"	8926	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Suicide"	"2"	2611	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Homicide"	"3"	1390	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Undetermined "	"4"	430	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Non-Injury, no intent classified"	"9"	213084	Not Applicable	Not Applicable	0.47%
"Total"	"2002"	"2002"	"Mar., 2002"	"2002/03"			226471	Not Applicable	Not Applicable	0.50%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Unintentional"	"1"	8261	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Suicide"	"2"	2754	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Homicide"	"3"	1395	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Undetermined "	"4"	415	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Legal Intervention / Operations of War"	"5"	29	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Non-Injury, no intent classified"	"9"	186928	Not Applicable	Not Applicable	0.42%
"Total"	"2002"	"2002"	"Apr., 2002"	"2002/04"			199782	Not Applicable	Not Applicable	0.44%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Unintentional"	"1"	9052	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Suicide"	"2"	2775	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Homicide"	"3"	1428	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Undetermined "	"4"	424	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Legal Intervention / Operations of War"	"5"	47	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"May, 2002"	"2002/05"	"Non-Injury, no intent classified"	"9"	186140	Not Applicable	Not Applicable	0.41%
"Total"	"2002"	"2002"	"May, 2002"	"2002/05"			199866	Not Applicable	Not Applicable	0.44%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Unintentional"	"1"	9198	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Suicide"	"2"	2588	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Homicide"	"3"	1450	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Undetermined "	"4"	414	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Non-Injury, no intent classified"	"9"	174000	Not Applicable	Not Applicable	0.39%
"Total"	"2002"	"2002"	"Jun., 2002"	"2002/06"			187688	Not Applicable	Not Applicable	0.42%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Unintentional"	"1"	9815	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Suicide"	"2"	2813	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Homicide"	"3"	1638	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Undetermined "	"4"	409	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Non-Injury, no intent classified"	"9"	178564	Not Applicable	Not Applicable	0.40%
"Total"	"2002"	"2002"	"Jul., 2002"	"2002/07"			193274	Not Applicable	Not Applicable	0.43%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Unintentional"	"1"	9361	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Suicide"	"2"	2791	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Homicide"	"3"	1628	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Undetermined "	"4"	400	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Non-Injury, no intent classified"	"9"	176808	Not Applicable	Not Applicable	0.39%
"Total"	"2002"	"2002"	"Aug., 2002"	"2002/08"			191023	Not Applicable	Not Applicable	0.43%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Unintentional"	"1"	8786	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Suicide"	"2"	2648	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Homicide"	"3"	1687	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Undetermined "	"4"	394	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Legal Intervention / Operations of War"	"5"	28	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Non-Injury, no intent classified"	"9"	174018	Not Applicable	Not Applicable	0.39%
"Total"	"2002"	"2002"	"Sep., 2002"	"2002/09"			187561	Not Applicable	Not Applicable	0.42%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Unintentional"	"1"	8961	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Suicide"	"2"	2589	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Homicide"	"3"	1481	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Undetermined "	"4"	394	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Non-Injury, no intent classified"	"9"	186516	Not Applicable	Not Applicable	0.42%
"Total"	"2002"	"2002"	"Oct., 2002"	"2002/10"			199975	Not Applicable	Not Applicable	0.45%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Unintentional"	"1"	8784	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Suicide"	"2"	2481	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Homicide"	"3"	1441	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Undetermined "	"4"	396	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Legal Intervention / Operations of War"	"5"	32	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Non-Injury, no intent classified"	"9"	189176	Not Applicable	Not Applicable	0.42%
"Total"	"2002"	"2002"	"Nov., 2002"	"2002/11"			202310	Not Applicable	Not Applicable	0.45%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Unintentional"	"1"	9062	Not Applicable	Not Applicable	0.02%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Suicide"	"2"	2427	Not Applicable	Not Applicable	0.01%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Homicide"	"3"	1458	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Undetermined "	"4"	356	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Non-Injury, no intent classified"	"9"	206684	Not Applicable	Not Applicable	0.46%
"Total"	"2002"	"2002"	"Dec., 2002"	"2002/12"			220023	Not Applicable	Not Applicable	0.49%
"Total"	"2002"	"2002"					2443387	Not Applicable	Not Applicable	5.44%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Unintentional"	"1"	8948	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Suicide"	"2"	2692	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Homicide"	"3"	1383	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Undetermined "	"4"	426	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Legal Intervention / Operations of War"	"5"	43	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Non-Injury, no intent classified"	"9"	210630	Not Applicable	Not Applicable	0.47%
"Total"	"2003"	"2003"	"Jan., 2003"	"2003/01"			224122	Not Applicable	Not Applicable	0.50%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Unintentional"	"1"	8094	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Suicide"	"2"	2302	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Homicide"	"3"	1241	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Undetermined "	"4"	385	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Non-Injury, no intent classified"	"9"	188476	Not Applicable	Not Applicable	0.42%
"Total"	"2003"	"2003"	"Feb., 2003"	"2003/02"			200529	Not Applicable	Not Applicable	0.45%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Unintentional"	"1"	8566	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Suicide"	"2"	2773	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Homicide"	"3"	1460	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Undetermined "	"4"	435	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Non-Injury, no intent classified"	"9"	200277	Not Applicable	Not Applicable	0.45%
"Total"	"2003"	"2003"	"Mar., 2003"	"2003/03"			213548	Not Applicable	Not Applicable	0.48%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Unintentional"	"1"	8606	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Suicide"	"2"	2637	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Homicide"	"3"	1454	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Undetermined "	"4"	417	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Legal Intervention / Operations of War"	"5"	40	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Non-Injury, no intent classified"	"9"	186225	Not Applicable	Not Applicable	0.41%
"Total"	"2003"	"2003"	"Apr., 2003"	"2003/04"			199379	Not Applicable	Not Applicable	0.44%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Unintentional"	"1"	9141	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Suicide"	"2"	2785	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Homicide"	"3"	1517	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Undetermined "	"4"	477	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Legal Intervention / Operations of War"	"5"	29	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"May, 2003"	"2003/05"	"Non-Injury, no intent classified"	"9"	185212	Not Applicable	Not Applicable	0.41%
"Total"	"2003"	"2003"	"May, 2003"	"2003/05"			199161	Not Applicable	Not Applicable	0.44%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Unintentional"	"1"	9282	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Suicide"	"2"	2803	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Homicide"	"3"	1489	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Undetermined "	"4"	448	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Non-Injury, no intent classified"	"9"	177470	Not Applicable	Not Applicable	0.40%
"Total"	"2003"	"2003"	"Jun., 2003"	"2003/06"			191526	Not Applicable	Not Applicable	0.43%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Unintentional"	"1"	9922	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Suicide"	"2"	2767	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Homicide"	"3"	1670	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Undetermined "	"4"	454	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Legal Intervention / Operations of War"	"5"	41	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Non-Injury, no intent classified"	"9"	178776	Not Applicable	Not Applicable	0.40%
"Total"	"2003"	"2003"	"Jul., 2003"	"2003/07"			193630	Not Applicable	Not Applicable	0.43%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Unintentional"	"1"	9688	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Suicide"	"2"	2693	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Homicide"	"3"	1626	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Undetermined "	"4"	435	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Non-Injury, no intent classified"	"9"	178048	Not Applicable	Not Applicable	0.40%
"Total"	"2003"	"2003"	"Aug., 2003"	"2003/08"			192520	Not Applicable	Not Applicable	0.43%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Unintentional"	"1"	8891	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Suicide"	"2"	2559	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Homicide"	"3"	1541	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Undetermined "	"4"	385	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Non-Injury, no intent classified"	"9"	175090	Not Applicable	Not Applicable	0.39%
"Total"	"2003"	"2003"	"Sep., 2003"	"2003/09"			188503	Not Applicable	Not Applicable	0.42%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Unintentional"	"1"	9379	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Suicide"	"2"	2564	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Homicide"	"3"	1487	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Undetermined "	"4"	380	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Legal Intervention / Operations of War"	"5"	43	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Non-Injury, no intent classified"	"9"	188941	Not Applicable	Not Applicable	0.42%
"Total"	"2003"	"2003"	"Oct., 2003"	"2003/10"			202794	Not Applicable	Not Applicable	0.45%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Unintentional"	"1"	9220	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Suicide"	"2"	2499	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Homicide"	"3"	1372	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Undetermined "	"4"	390	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Legal Intervention / Operations of War"	"5"	43	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Non-Injury, no intent classified"	"9"	187554	Not Applicable	Not Applicable	0.42%
"Total"	"2003"	"2003"	"Nov., 2003"	"2003/11"			201078	Not Applicable	Not Applicable	0.45%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Unintentional"	"1"	9540	Not Applicable	Not Applicable	0.02%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Suicide"	"2"	2410	Not Applicable	Not Applicable	0.01%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Homicide"	"3"	1492	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Undetermined "	"4"	440	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Legal Intervention / Operations of War"	"5"	29	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Non-Injury, no intent classified"	"9"	227587	Not Applicable	Not Applicable	0.51%
"Total"	"2003"	"2003"	"Dec., 2003"	"2003/12"			241498	Not Applicable	Not Applicable	0.54%
"Total"	"2003"	"2003"					2448288	Not Applicable	Not Applicable	5.45%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Unintentional"	"1"	9540	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Suicide"	"2"	2624	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Homicide"	"3"	1430	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Undetermined "	"4"	447	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Legal Intervention / Operations of War"	"5"	49	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Non-Injury, no intent classified"	"9"	223670	Not Applicable	Not Applicable	0.50%
"Total"	"2004"	"2004"	"Jan., 2004"	"2004/01"			237760	Not Applicable	Not Applicable	0.53%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Unintentional"	"1"	8466	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Suicide"	"2"	2509	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Homicide"	"3"	1226	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Undetermined "	"4"	417	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Non-Injury, no intent classified"	"9"	191525	Not Applicable	Not Applicable	0.43%
"Total"	"2004"	"2004"	"Feb., 2004"	"2004/02"			204182	Not Applicable	Not Applicable	0.45%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Unintentional"	"1"	8981	Not Applicable	Not Applicable	0.02%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Suicide"	"2"	2845	Not Applicable	Not Applicable	0.01%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Homicide"	"3"	1399	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Undetermined "	"4"	436	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Legal Intervention / Operations of War"	"5"	45	Not Applicable	Not Applicable	0.00%
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Non-Injury, no intent classified"	"9"	196289	Not Applicable	Not Applicable	0.44%
"Total"	"2004"	"2004"	"Mar., 2004"	"2004/03"			209995	Not Applicable	Not Applicable	0.47%
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Unintentional"	"1"	8769	Not Applicable	Not Applicable	0.02%
